id;city_id;type_id;total_area;rooms;ceiling_height;floors_total;living_area;floor;is_apartment;open_plan;kitchen_area;balcony;airports_nearest;parks_around3000;ponds_around3000
14793;6X8I;F8EM;65;2;;14;30;6;0;0;12;;45579;0;0
14794;6X8I;F8EM;222,6;4;4;5;126,4;4;0;0;54,3;0;23604;0;1
14795;66WT;LVBX;74,3;3;2,55;5;47;5;0;0;8,4;;;;
14796;2CQ7;IZIQ;73,3;3;2,55;5;47,5;3;0;0;8,5;;;;
14797;6X8I;F8EM;28;1;2,8;6;14;3;0;0;6;;42964;1;0
14798;6X8I;F8EM;52;2;2,6;15;29,5;13;0;0;8;2;46273;0;0
14799;6X8I;F8EM;113;3;3;7;54;3;0;0;28,7;;31740;2;2
14800;6X8I;F8EM;60;4;;5;44;4;0;0;8;;23411;1;1
14801;6X8I;F8EM;41;1;2,8;8;18,3;2;0;0;13;1;10451;0;0
14802;6X8I;F8EM;61,4;2;;11;;2;0;0;;;19008;0;1
14803;6X8I;F8EM;49;2;2,55;12;28;3;0;0;8;0;48722;0;0
14804;S4Y8;F8EM;45;2;2,52;5;35;5;0;0;6;;;;
14805;6X8I;F8EM;45,5;1;2,7;18;14,5;5;0;0;15,5;2;17763;1;0
14806;6X8I;F8EM;76;3;2,7;9;47,1;4;0;0;10,8;2;35787;0;2
14807;4KU1;9N9J;33;1;2,7;18;17;12;0;0;10;1;;;
14808;6X8I;F8EM;28,8;1;2,5;9;15,1;4;0;0;6,6;;13282;0;0
14809;6X8I;F8EM;101,2;3;2,75;25;55,4;25;0;0;13,5;1;36533;1;0
14810;FMVZ;IZIQ;45,1;1;2,7;24;18,1;20;0;0;12;2;12733;0;0
14811;6X8I;F8EM;36;1;3,5;5;;4;0;0;;;23313;2;1
14812;YVBQ;F8EM;45;2;2,5;5;29,8;5;0;0;5,2;0;37459;1;3
14813;6X8I;F8EM;73,7;2;;25;33,26;4;0;0;14,5;0;35003;0;1
14814;6X8I;F8EM;35,4;1;;17;15,3;13;0;0;8,6;1;33564;0;1
14815;6X8I;F8EM;61,9;3;2,5;9;40;2;0;0;6,2;3;12826;1;1
14816;FMVZ;IZIQ;34,2;1;;11;17;9;0;0;7,4;1;18420;0;0
14817;6X8I;F8EM;86;3;2,8;5;54;5;0;0;8;;23034;3;1
14818;R9I0;F8EM;30,7;1;;5;18;2;0;0;5,5;1;;;
14819;6X8I;F8EM;32,5;1;2,5;22;15,6;8;0;0;8,8;;26078;1;0
14820;R27I;F8EM;29;1;2,5;5;16;1;0;0;6;;25133;0;0
14821;6X8I;F8EM;79,8;3;;25;45,5;3;0;0;11,6;2;43300;0;0
14822;AQWO;9N9J;52,8;2;2,5;5;29,7;1;0;0;8,3;2;;;
14823;6X8I;F8EM;47;2;2,5;9;31;8;0;0;8;;39187;2;1
14824;6X8I;F8EM;57,5;3;2,5;9;39,4;2;0;0;6,2;;51029;0;0
14825;6X8I;F8EM;74,9;2;;10;41,7;2;0;0;14,2;;37412;1;2
14826;6X8I;F8EM;42;1;2,8;16;20;15;0;0;10;2;30593;1;0
14827;6X8I;F8EM;46;2;;5;31;1;0;0;6,4;;36185;1;0
14828;187Y;IZIQ;75;3;;27;;25;0;0;;;;;
14829;6X8I;F8EM;33;1;2,5;9;18;3;0;0;6,3;;51844;0;1
14830;6X8I;F8EM;42,9;1;;12;21,5;2;0;0;11,3;;13194;0;1
14831;6X8I;F8EM;55,4;2;;5;20,4;4;0;0;21,4;;24702;0;1
14832;6X8I;F8EM;32;1;2,7;23;15,5;12;0;0;8,8;0;43820;0;0
14833;6X8I;F8EM;93,9;4;2,62;15;63,1;10;0;0;12,6;0;43356;0;1
14834;O5K1;F8EM;30;1;2,5;5;17;3;0;0;6;;;;
14835;FJEG;F8EM;52;2;;9;31;8;0;0;9;;28350;0;2
14836;E7X2;IZIQ;45;2;3;1;28,4;1;0;0;3,3;;26770;0;2
14837;6X8I;F8EM;61;2;2,8;3;36;2;0;0;;;20953;3;3
14838;6X8I;F8EM;65,1;2;;22;34,8;22;0;0;10,9;1;35257;0;1
14839;6X8I;F8EM;45;2;;9;;8;0;0;;;16124;2;1
14840;6X8I;F8EM;32,5;1;2,5;9;16,5;3;0;0;8,5;1;14480;0;1
14841;6X8I;F8EM;64;3;2,5;9;39,6;1;0;0;10;2;29439;0;0
14842;6X8I;F8EM;82,3;3;3;9;49,8;7;0;0;12;;16701;0;0
14843;6X8I;F8EM;95,3;3;2,7;10;50,1;4;0;0;17,4;;23639;0;1
14844;6X8I;F8EM;44,9;2;2,5;5;27,5;5;0;0;5;;46564;0;0
14845;6X8I;F8EM;42;3;;5;;5;0;0;;;11459;0;1
14846;FMVZ;IZIQ;72;3;2,55;5;43;1;0;0;10;;18204;0;0
14847;3SXT;F8EM;45,5;2;2,6;9;28,3;2;0;0;7;;;;
14848;6X8I;F8EM;32,8;1;2,5;9;17,4;4;0;0;8,1;;47981;0;0
14849;6X8I;F8EM;70,8;3;2,65;19;38,2;6;0;0;11,5;;42611;0;1
14850;6X8I;F8EM;44,3;2;;5;;2;0;0;;;46355;0;0
14851;6X8I;F8EM;47;1;;18;14;8;0;0;18;2;32581;0;1
14852;0SI2;F8EM;46;2;;5;;1;0;0;6;;;;
14853;6X8I;F8EM;72,6;3;2,65;12;44,5;12;0;0;8,2;2;28745;0;1
14854;6X8I;F8EM;86;3;2,7;12;51;2;0;0;12;2;16046;1;0
14855;6X8I;F8EM;48,3;1;;22;;8;0;0;;;35742;0;0
14856;6X8I;F8EM;46,1;2;2,65;9;28,6;9;0;0;6,7;2;27960;1;1
14857;6X8I;F8EM;30,5;1;;9;15,2;8;0;0;8,4;1;10409;0;1
14858;6X8I;F8EM;43;2;;7;27;5;0;0;6;0;41210;3;0
14859;6X8I;F8EM;74,2;4;2,6;9;51;4;0;0;7;1;12403;0;1
14860;6X8I;F8EM;43;1;2,7;12;17;8;0;0;13;2;27656;1;1
14861;6X8I;F8EM;46;2;;9;29;3;0;0;7;0;12475;0;1
14862;6X8I;F8EM;37,87;1;;3;30,55;1;0;0;;0;39446;0;2
14863;PJ2I;F8EM;72;3;;17;44,9;8;0;0;9;;;;
14864;VLGF;F8EM;66,4;2;2,7;4;32,4;2;0;0;26,4;;15626;0;1
14865;6X8I;F8EM;55;3;2,55;5;40;1;0;0;7;0;35643;2;3
14866;6X8I;F8EM;45;2;;5;30;2;0;0;6,5;1;16424;0;0
14867;6X8I;F8EM;41;1;;6;20;5;0;0;8,5;;23427;2;3
14868;6X8I;F8EM;64;2;;28;37,7;23;0;0;11,3;;20028;0;1
14869;6X8I;F8EM;91;3;2,65;16;46,7;4;0;0;12,4;;33617;0;0
14870;6X8I;F8EM;30,5;1;;5;17,6;1;0;0;;;10966;0;0
14871;6X8I;F8EM;44,1;2;3;4;27,3;3;0;0;6,5;;18314;1;0
14872;4KU1;9N9J;37;1;;25;18;18;0;0;9,6;0;;;
14873;6X8I;F8EM;70;4;3,1;5;56,7;3;0;0;8;;24451;3;1
14874;6X8I;F8EM;45;2;;5;;4;0;0;;0;12950;0;1
14875;6X8I;F8EM;44,9;2;;9;26,8;9;0;0;6,2;2;12403;0;1
14876;6X8I;F8EM;61,3;2;2,75;19;30;14;0;0;12;2;37792;0;0
14877;J2O7;F8EM;61;4;2,55;5;46;1;0;0;6;;;;
14878;RDRC;IZIQ;36;1;;5;18;3;0;0;7;0;;;
14879;6X8I;F8EM;68,3;3;2,8;5;54,9;2;0;0;7;1;16869;2;0
14880;6X8I;F8EM;185;4;2,8;14;92;12;0;0;14;;37715;1;1
14881;I05A;9N9J;49;2;;4;;4;0;0;;;;;
14882;6X8I;F8EM;31,5;1;2,5;9;16;7;0;0;8;1;13720;1;1
14883;6X8I;F8EM;50,1;2;;9;31,2;8;0;0;6;;37727;1;0
14884;6X8I;F8EM;72;3;2,6;17;;10;0;0;8,6;1;25912;1;0
14885;6X8I;F8EM;39,7;1;;3;20,8;3;0;0;5,8;0;17076;0;1
14886;6X8I;F8EM;60,4;2;3;4;;2;0;0;10,94;5;44870;0;1
14887;6X8I;F8EM;23;1;;23;;15;0;0;;;21743;0;1
14888;6X8I;F8EM;39,3;1;2,65;17;20,1;8;0;0;8,4;;39501;0;0
14889;6X8I;F8EM;42;3;2,5;5;30;4;0;0;5;0;23018;0;1
14890;6X8I;F8EM;162,4;5;3,4;5;118,9;5;0;0;13,6;0;26791;1;0
14891;6X8I;F8EM;47;2;2,6;15;;15;0;0;;;14763;0;0
14892;A7AP;F8EM;51;2;;17;28;5;0;0;11;1;;;
14893;6X8I;F8EM;43,6;2;;9;27;8;0;0;6,2;2;11581;0;1
14894;4KU1;9N9J;36,5;1;2,8;15;26;9;0;0;9;2;;;
14895;6X8I;F8EM;31;1;2,7;16;18;12;0;0;;;12507;0;1
14896;6X8I;F8EM;45;1;2,9;17;19,4;17;0;0;11,5;2;39197;1;0
14897;187Y;IZIQ;35,61;1;;17;12,79;11;0;0;13,63;0;;;
14898;6X8I;F8EM;76;3;2,65;14;44,5;6;0;0;10;;29270;0;3
14899;187Y;F8EM;43,9;2;;4;29,9;3;0;0;5,2;;;;
14900;VLGF;F8EM;125,6;2;4;4;42,7;4;0;0;62,5;2;13426;0;0
14901;8HJY;F8EM;54,6;3;;5;39;2;0;0;6,2;;;;
14902;6X8I;F8EM;66;2;;25;;22;0;0;;;11405;0;1
14903;6X8I;F8EM;35;1;2,6;17;18,6;14;0;0;9;1;30010;0;0
14904;C2HT;9N9J;38;1;;3;;3;0;0;;;;;
14905;4T1U;IZIQ;37,9;1;2,56;26;15,6;23;0;0;10,3;2;53891;0;0
14906;VLGF;F8EM;77;3;2,7;3;54,5;3;0;0;6;0;15766;2;3
14907;6X8I;F8EM;33,1;1;;14;17,6;1;0;0;7,2;;12835;0;0
14908;6X8I;F8EM;108;3;;8;57,3;7;0;0;16;5;15780;0;0
14909;6X8I;F8EM;39,2;1;2,82;17;17,8;5;0;0;10,5;1;16619;1;0
14910;6X8I;F8EM;44,8;1;2,7;22;20,7;3;0;0;10,2;;34071;0;0
14911;L18O;ZHGX;54;2;;3;;3;0;0;;;;;
14912;VLGF;F8EM;58;3;2,7;4;45;2;0;0;6;1;17408;1;3
14913;6X8I;F8EM;35;1;2,7;9;18,1;4;0;0;8;;30126;0;0
14914;6X8I;F8EM;29,9;1;2,55;9;15,2;1;0;0;6,8;;30532;0;0
14915;6X8I;F8EM;77;3;3;5;53;5;0;0;9,5;1;15801;1;0
14916;6X8I;F8EM;54,2;2;;16;31,2;16;0;0;10;0;14066;0;0
14917;6X8I;F8EM;44;2;2,55;5;26;2;0;0;6;1;16360;1;3
14918;6X8I;F8EM;31;1;2,5;9;15;2;0;0;8,4;;42566;0;0
14919;6X8I;F8EM;45;2;2,5;5;27;1;0;0;6;;26884;0;0
14920;6X8I;F8EM;45;2;2,5;9;28,7;4;0;0;5,5;1;35312;0;2
14921;6X8I;F8EM;141,3;5;;6;94,1;5;0;0;22,4;0;20835;1;1
14922;6X8I;F8EM;80;3;2,55;12;48;1;0;0;15;0;14156;0;0
14923;FJEG;F8EM;45;2;;9;27;3;0;0;7;0;24925;0;0
14924;R9I0;F8EM;32,1;1;2,5;4;18,7;3;0;0;5,7;1;;;
14925;6X8I;F8EM;95,6;2;3,26;10;35;3;0;0;40;;31706;1;3
14926;6X8I;F8EM;104;3;2,7;15;80;3;0;0;18;;12378;0;1
14927;6X8I;F8EM;44,4;2;;5;27,5;2;0;0;7,1;1;35809;0;1
14928;6X8I;F8EM;36,4;1;;16;16,5;2;0;0;9,2;2;33003;0;0
14929;FJEG;F8EM;50,56;2;2,5;9;30;1;0;0;9,65;;25213;0;0
14930;6X8I;F8EM;32;1;2,5;5;19;5;0;0;6;;12860;0;0
14931;6X8I;F8EM;55;3;;5;35,2;1;0;0;7,1;0;47854;0;0
14932;6X8I;F8EM;91,8;3;2,8;18;55,1;9;0;0;12;5;34991;0;0
14933;6X8I;F8EM;49,4;2;;9;30;2;0;0;8;0;13706;0;0
14934;6X8I;F8EM;44,8;2;;5;31,3;5;0;0;6;;11622;1;0
14935;187Y;IZIQ;70;3;2,75;27;42;10;0;0;10;1;;;
14936;6X8I;F8EM;94,5;4;3,1;4;69,3;4;0;0;8,3;1;33770;0;1
14937;LV8Y;F8EM;41;2;2,5;5;27;5;0;0;6;;;;
14938;6X8I;F8EM;44,7;2;2,5;9;27,7;4;0;0;6,7;;18023;0;0
14939;G9R0;IZIQ;66,3;3;2,5;5;41;2;0;0;9;5;;;
14940;N237;F8EM;31;1;;14;16;14;0;0;8,4;;;;
14941;A7AP;F8EM;51,1;2;2,5;9;31;6;0;0;7,5;;;;
14942;VLGF;F8EM;36,8;1;2,7;6;18,6;1;0;0;9;;18079;1;1
14943;6X8I;F8EM;57;2;2,65;17;29,5;5;0;0;8,5;2;9172;1;1
14944;6X8I;F8EM;91;2;;8;44;3;0;0;22,6;;;;
14945;6X8I;F8EM;45,9;1;2,6;10;18,5;8;0;0;13,4;2;32829;1;1
14946;6X8I;F8EM;231,6;5;3,49;6;150,4;3;0;0;31,7;;25412;0;1
14947;6X8I;F8EM;41;2;2,55;16;24,5;5;0;0;6;5;29193;1;1
14948;6X8I;F8EM;43,1;2;2,5;5;28;1;0;0;5,5;;17618;1;2
14949;VLGF;F8EM;43;1;2,5;4;;3;0;0;;;12884;0;0
14950;VLGF;F8EM;56;1;;10;19;3;0;0;16;0;18993;0;1
14951;6X8I;F8EM;67,2;3;2,65;6;41,7;3;0;0;8,2;2;37473;0;0
14952;S4Y8;F8EM;43;2;2,52;5;32;5;0;0;6;;;;
14953;6X8I;F8EM;68,4;2;3;15;36;7;0;0;10,8;2;38279;0;1
14954;0SI2;F8EM;47,4;2;2,5;5;27,4;2;0;0;8,7;;;;
14955;FJEG;F8EM;67,4;3;2,7;12;39;6;0;0;8;1;26709;1;1
14956;6X8I;F8EM;50;2;2,55;9;27;6;0;0;9,5;2;12639;0;1
14957;6X8I;F8EM;32;1;2,52;7;17;7;0;0;7;;31795;0;1
14958;6X8I;F8EM;99;3;2,7;10;54;4;0;0;15;3;35220;2;3
14959;6X8I;F8EM;42,1;2;2,5;8;28,1;8;0;0;6,9;;11852;0;0
14960;6X8I;F8EM;37;1;;9;18;3;0;0;8,3;;35599;1;1
14961;6X8I;F8EM;67;2;;24;53;23;0;0;12,5;1;11425;0;0
14962;R9I0;F8EM;58;2;;5;32;1;0;0;9;2;;;
14963;VLGF;F8EM;36;1;;9;15;6;0;0;11;0;18271;1;0
14964;6X8I;F8EM;87,1;3;2,8;25;55,2;5;0;0;11,3;5;48012;0;0
14965;FMVZ;IZIQ;57,3;2;2,65;9;29,8;9;0;0;11,1;1;19739;0;0
14966;6X8I;F8EM;69,3;3;2,97;17;40;13;0;0;11,4;1;33457;0;1
14967;6X8I;F8EM;72,1;3;2,82;3;43,6;3;0;0;11;0;22421;2;3
14968;6X8I;F8EM;100;3;2,75;15;58;11;0;0;14;2;37593;1;3
14969;6X8I;F8EM;60;2;;19;;6;0;0;;;;;
14970;6X8I;F8EM;101,1;3;3,1;5;66;4;0;0;9,8;1;12729;1;3
14971;6X8I;F8EM;53,8;2;2,6;14;;4;0;0;7,4;2;41433;1;0
14972;6X8I;F8EM;73,6;2;2,95;5;40,2;3;0;0;11,7;;22344;1;2
14973;6X8I;F8EM;59,3;3;2,55;9;43,6;9;0;0;5,5;1;10874;0;0
14974;6X8I;F8EM;42;1;;8;18;7;0;0;11;1;18649;1;2
14975;YVBQ;F8EM;54,6;3;2,51;5;34,4;2;0;0;5,3;;36187;3;3
14976;6X8I;F8EM;39;1;2,5;5;17;5;0;0;9;;19626;1;1
14977;BQCG;IZIQ;58,9;3;2,7;5;43,9;2;0;0;5,5;1;;;
14978;6X8I;F8EM;33,7;1;2,5;9;16,5;8;0;0;6,5;;16166;0;2
14979;6X8I;F8EM;31,2;1;2,55;5;18,3;5;0;0;6,4;1;27381;0;0
14980;4KU1;9N9J;23;1;;16;14,5;11;0;0;;2;;;
14981;6X8I;F8EM;44,8;1;2,75;24;19;21;0;0;11,8;2;15970;1;0
14982;C6HK;EQUI;54,3;2;2,6;5;30,1;5;0;0;8,5;2;;;
14983;6X8I;F8EM;41,72;1;2,8;22;17,92;21;0;0;10;1;52212;0;1
14984;6X8I;F8EM;74,1;3;2,5;12;47;11;0;0;8;;44300;2;1
14985;6X8I;F8EM;102;5;2,58;9;62,1;1;0;0;15,2;1;36385;0;0
14986;6X8I;F8EM;40,7;1;2,7;16;16;13;0;0;14,3;;36772;0;2
14987;6X8I;F8EM;120;3;;4;52,5;2;0;0;17,5;;25460;0;1
14988;187Y;IZIQ;26;1;2,7;22;18;12;0;0;5;2;;;
14989;6X8I;F8EM;45;2;2,55;9;26;6;0;0;7;2;29621;1;1
14990;6X8I;F8EM;108;3;3,25;6;67;4;0;0;6;;24321;1;0
14991;6X8I;F8EM;413,5;7;;20;74,2;18;0;0;13,9;;18748;0;0
14992;6X8I;F8EM;57,5;2;;19;32,1;19;0;0;8,7;2;34618;0;0
14993;Y04Q;F8EM;79,1;2;2,8;9;43,2;4;0;0;14,4;;;;
14994;6X8I;F8EM;58;1;2,7;10;23;4;0;0;17;0;37412;1;2
14995;6X8I;F8EM;83,3;3;2,8;13;;11;0;0;10,7;;27310;1;3
14996;6X8I;F8EM;64;3;2,5;9;46;9;0;0;6,3;;48843;1;1
14997;6X8I;F8EM;29,8;1;;9;18;1;0;0;5;;13782;0;0
14998;6X8I;F8EM;83,2;2;2,75;4;58;2;0;0;10;;37637;0;3
14999;6X8I;F8EM;39;1;2,64;9;20,1;8;0;0;10,7;2;17423;1;2
15000;6X8I;F8EM;54,8;2;2,7;12;32,2;10;0;0;10,2;;32139;0;0
15001;6186;F8EM;57;2;;5;;3;0;0;;;;;
15002;6X8I;F8EM;72,9;2;3;10;35;8;0;0;16;2;31655;1;3
15003;6X8I;F8EM;45,8;2;2,5;9;26,8;9;0;0;6,2;;47576;0;0
15004;6X8I;F8EM;90;3;;7;80;6;0;0;10;1;25393;1;1
15005;6X8I;F8EM;75,8;3;;6;51,3;2;0;0;9,1;0;16477;0;0
15006;6X8I;F8EM;46;1;;16;20,7;6;0;0;12,7;;38900;0;0
15007;6X8I;F8EM;86,9;3;2,55;16;50,5;15;0;0;13,7;2;36652;0;2
15008;E66G;F8EM;44;2;2,5;5;28;4;0;0;5,9;0;61107;1;2
15009;J857;IZIQ;73;3;2,5;5;48;1;0;0;9;2;;;
15010;187Y;IZIQ;85;5;2,5;5;56,5;3;0;0;7,9;2;;;
15011;6X8I;F8EM;43;1;2,55;16;17;3;0;0;12,6;1;42012;1;0
15012;6X8I;F8EM;32,7;1;2,5;15;18;4;0;0;6;;51676;0;0
15013;PJ2I;F8EM;62,4;3;2,5;7;38,1;7;0;0;10,7;2;;;
15014;6X8I;F8EM;28,3;1;2,77;27;20,2;8;0;0;3;2;32813;0;1
15015;6X8I;F8EM;59;2;2,82;17;29;7;0;0;12;1;35938;0;1
15016;6X8I;F8EM;500;4;3,2;7;;7;0;0;;0;33058;3;3
15017;6X8I;F8EM;293,6;6;3;4;139,4;4;0;0;21;1;30427;0;1
15018;6X8I;F8EM;42;1;2,55;14;21;10;0;0;7,4;2;28114;0;1
15019;24KS;IZIQ;38,8;1;2,5;24;18,2;13;0;0;10,8;;25758;0;0
15020;6X8I;F8EM;33;1;2,6;9;17,5;7;0;0;6,3;;48125;0;0
15021;6X8I;F8EM;57;2;;6;36;6;0;0;12;;19234;0;2
15022;6X8I;F8EM;57,5;3;3,2;5;40,7;3;0;0;8,1;;17841;0;0
15023;6X8I;F8EM;42,3;1;2,72;12;19;1;0;0;14;5;42781;0;0
15024;FJEG;F8EM;67,4;2;2,75;4;39;4;0;0;16;;28120;1;2
15025;6X8I;F8EM;84,6;3;3,4;4;58,7;2;0;0;10;;26487;1;1
15026;6X8I;F8EM;40;1;;25;20;20;0;0;10;1;16749;1;0
15027;R27I;F8EM;45;1;2,8;5;;4;0;0;6;1;25378;3;0
15028;6X8I;F8EM;30,2;1;;9;17,8;2;0;0;6,2;0;45042;0;1
15029;6X8I;F8EM;98,2;3;3;5;63,3;4;0;0;12;;24746;2;0
15030;6X8I;F8EM;52,19;1;;23;29,78;11;0;0;10,47;0;35129;0;1
15031;6X8I;F8EM;41;1;;20;16,6;15;0;0;10,3;2;41967;0;1
15032;6X8I;F8EM;70,9;3;2,5;12;50,3;5;0;0;8,1;;11417;1;1
15033;6X8I;F8EM;58,4;2;2,5;9;46,4;1;0;0;12;;50604;1;0
15034;6X8I;F8EM;45;2;2,7;9;27;8;0;0;7;1;28325;1;1
15035;4KU1;9N9J;42,1;1;;23;16,76;22;0;0;11,87;;;;
15036;FMVZ;IZIQ;31,1;1;2,5;5;17;2;0;0;6;2;17352;0;1
15037;L1Y8;F8EM;71;2;3,3;4;31;2;0;0;24,5;2;70016;0;0
15038;6X8I;F8EM;94;4;3,24;4;66;2;0;0;10;;20810;3;3
15039;6X8I;F8EM;39,2;1;2,7;14;20,2;13;0;0;8,5;;35455;0;2
15040;6X8I;F8EM;84,2;3;;25;54,3;12;0;0;9,3;0;34947;0;1
15041;FJEG;F8EM;57,6;3;2,5;9;38,9;3;0;0;6,5;3;25228;0;1
15042;R27I;F8EM;49,5;2;;5;32,5;5;0;0;6;0;38222;0;0
15043;ZYPN;F8EM;74;2;;10;;6;0;0;;;;;
15044;6X8I;F8EM;31;1;2,5;5;18;4;0;0;6;;9955;0;0
15045;6X8I;F8EM;39,8;1;;19;17,7;11;0;0;9,4;2;18814;0;1
15046;6X8I;F8EM;44,7;1;2,74;25;16,1;17;0;0;13;;35742;0;0
15047;6X8I;F8EM;33,7;1;2,5;9;19,2;8;0;0;6,8;;31946;0;0
15048;6X8I;F8EM;40,2;1;2,7;16;20;8;0;0;10;1;38126;1;1
15049;6X8I;F8EM;65,7;2;2,7;24;39,5;2;0;0;12;2;13194;0;1
15050;6X8I;F8EM;79,4;3;;12;47;12;0;0;14,7;;20607;0;1
15051;6X8I;F8EM;47,2;1;2,75;5;17,1;5;0;0;19,7;1;18090;0;2
15052;6X8I;F8EM;42,8;1;;23;15,6;11;0;0;11,2;;17617;2;0
15053;4T1U;IZIQ;63,3;2;;27;29,2;26;0;0;13,7;1;53963;0;0
15054;6X8I;F8EM;63;3;;9;;9;0;0;;;13947;2;1
15055;S4Y8;F8EM;54;2;;5;44;1;0;0;9;;;;
15056;6X8I;F8EM;41;2;;4;27;4;0;0;5,5;1;33117;1;1
15057;IVEB;LVBX;73,1;3;2,5;6;39,7;1;0;0;10,4;;;;
15058;6X8I;F8EM;70;3;2,7;16;45;5;0;0;8;2;14809;0;0
15059;6X8I;F8EM;131;4;3;7;84;4;0;0;12;3;51690;0;2
15060;4T1U;IZIQ;43;1;2,8;27;14,5;5;0;0;14,1;;52610;0;0
15061;6X8I;F8EM;56,4;2;14;14;32,4;5;0;0;9,1;2;14814;0;0
15062;6X8I;F8EM;134,4;4;3,2;4;65,5;1;0;0;17,1;;24715;1;2
15063;T7U7;F8EM;44;2;;9;28;1;0;0;6;;;;
15064;6X8I;F8EM;97;3;3;5;54;4;0;0;18;0;24713;2;1
15065;6X8I;F8EM;47,3;1;2,75;14;22;3;0;0;13;2;12642;0;1
15066;3SXT;F8EM;85;3;;6;49,5;3;0;0;10,5;;;;
15067;FJEG;F8EM;62;3;;12;41;4;0;0;6,3;0;26941;1;2
15068;PJ2I;F8EM;32;1;2,5;5;15;2;0;0;9;;;;
15069;FMVZ;IZIQ;54,6;2;;5;30;1;0;0;10,8;;17940;0;0
15070;TXOA;9N9J;38;1;2,8;18;27,5;9;0;0;10,5;1;;;
15071;6X8I;F8EM;75;2;3,2;4;50;1;0;0;10;1;37499;2;3
15072;MHKY;F8EM;34;1;2,5;5;;2;0;0;7;;;;
15073;6X8I;F8EM;170;5;;7;80;2;0;0;20;0;27263;1;0
15074;H8WO;F8EM;54,2;2;2,55;5;29,8;4;0;0;8,6;2;;;
15075;N99Z;IZIQ;56;2;;5;;2;0;0;;;;;
15076;6X8I;F8EM;43;2;;5;28;2;0;0;5,5;;20583;0;0
15077;6X8I;F8EM;50;2;;10;31;5;0;0;8,5;2;18545;1;1
15078;6X8I;F8EM;85,2;3;3,63;5;49,7;3;0;0;11,7;;23647;3;3
15079;6X8I;F8EM;199,2;4;;20;;1;0;0;;0;17720;3;2
15080;6X8I;F8EM;40;1;;9;18;8;0;0;10;2;17863;1;1
15081;6X8I;F8EM;79;3;2,65;16;50;8;0;0;16;1;29724;2;1
15082;R27I;F8EM;32;1;2,55;9;19;1;0;0;5;0;27741;0;0
15083;6X8I;F8EM;59,8;2;3;4;31,7;1;0;0;8,1;;22202;1;0
15084;O5K1;F8EM;63;3;;2;43;1;0;0;8,8;;;;
15085;6X8I;F8EM;75,6;3;3;4;35,6;1;0;0;18,4;;39808;0;1
15086;6X8I;F8EM;46,4;2;;5;27,9;1;0;0;8;;14273;0;0
15087;FMVZ;IZIQ;40;1;2,75;20;14;3;0;0;16;2;12282;0;0
15088;23CI;EQUI;54;2;;5;37;5;0;0;8;1;;;
15089;6X8I;F8EM;50,3;2;3,6;6;27,6;5;0;0;10,1;;26204;2;2
15090;6X8I;F8EM;57,5;3;2,55;10;38,9;3;0;0;6,5;;29631;0;0
15091;Z24E;9N9J;55,5;2;;5;31;5;0;0;9;;;;
15092;6X8I;F8EM;50;2;2,5;12;28;5;0;0;8;1;49589;1;0
15093;0SI2;F8EM;47;3;;15;31,38;3;0;0;6;0;;;
15094;6X8I;F8EM;250,2;5;;4;117,3;1;0;0;28,3;0;53520;0;2
15095;6X8I;F8EM;37;1;2,6;12;18;4;0;0;9;0;37338;0;0
15096;IQ4Z;F8EM;70;3;2,9;3;51;3;0;0;5;;68896;2;2
15097;VLGF;F8EM;97;2;;5;44,3;5;0;0;;0;18500;1;1
15098;K9F8;IZIQ;52;1;;10;17,3;10;0;0;20,1;2;;;
15099;N237;F8EM;54,6;2;;5;29;1;0;0;8,5;1;;;
15100;0SI2;F8EM;36;1;2,5;5;17;1;0;0;9;;;;
15101;6X8I;F8EM;31;1;;9;12,5;4;0;0;12,5;0;41986;0;0
15102;6X8I;F8EM;32,1;1;2,5;9;16;3;0;0;8,4;1;14480;0;1
15103;YVBQ;F8EM;38,1;1;3;3;20,6;1;0;0;5,6;;34701;3;3
15104;6X8I;F8EM;95;3;2,8;12;60;2;0;0;30;;20059;0;1
15105;187Y;IZIQ;26,1;0;;25;18;4;0;1;;2;;;
15106;6X8I;F8EM;49;3;2,6;5;35;4;0;0;6;;12517;0;1
15107;6X8I;F8EM;49;4;;5;37,5;4;0;0;;0;23777;1;0
15108;6X8I;F8EM;43;1;;10;20;1;0;0;11;;36034;0;3
15109;187Y;IZIQ;24,4;0;2,74;24;13,56;6;0;0;;2;;;
15110;0AZ5;EQUI;45,5;2;2,6;2;25;1;0;0;10;;;;
15111;0SI2;F8EM;50,7;2;;14;29;2;0;0;7,3;;;;
15112;H8WO;F8EM;54;2;2,55;5;30;2;0;0;8,2;1;;;
15113;6X8I;F8EM;70;3;;5;46;2;0;0;10;1;29746;2;0
15114;FJEG;F8EM;45;2;2,5;9;27,3;4;0;0;6,8;;26068;0;0
15115;6X8I;F8EM;30,6;1;2,55;5;15,8;2;0;0;7;0;41114;2;0
15116;6X8I;F8EM;59;3;2,7;10;39;2;0;0;7,1;1;19511;0;2
15117;6X8I;F8EM;64,5;3;3,27;4;36,6;4;0;0;9,8;;21308;2;3
15118;6X8I;F8EM;42,4;1;;17;19;7;0;0;12;0;51013;0;0
15119;FMVZ;IZIQ;60;2;3,95;5;28,42;5;0;0;11,25;;10031;0;0
15120;6X8I;F8EM;44,8;2;2,5;10;27,4;9;0;0;6,5;1;13652;0;1
